YEAR,MO,DY,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,DATE
2017,12,17,22.75,8.77,60.62,0,6.3,3.09,17-12-2017
2017,12,18,22.21,6.69,50.19,0,3.63,2.41,18-12-2017
2017,12,19,22.05,9.35,47,0,2.59,0.25,19-12-2017
2017,12,20,23.15,10.05,53.44,0,2.13,0.12,20-12-2017
2017,12,21,23.33,11.32,74.44,0,3.05,0.12,21-12-2017
2017,12,22,23.34,10.38,75.56,0,3.39,1.88,22-12-2017
2017,12,23,23.44,10.35,55.75,0,2.99,1.77,23-12-2017
2017,12,24,23.75,10.15,45.81,0,2.62,0.72,24-12-2017
2017,12,25,24.23,9.76,42.75,0,4.06,0.75,25-12-2017
2017,12,26,21.1,5.98,55.19,0,5.27,2.71,26-12-2017
2017,12,27,23.48,6.67,51.69,0,3.41,1.63,27-12-2017
2017,12,28,24.68,8.28,42.06,0,2.87,0.12,28-12-2017
2017,12,29,24.73,12.45,39.75,0,2.21,0.14,29-12-2017
2017,12,30,24.98,12,45.25,0,2.07,0.66,30-12-2017
2017,12,31,24.08,11.22,48.88,0,2.52,0.26,31-12-2017
2018,1,1,22.48,10.6,52.5,0,3.07,0.39,01-01-2018
2018,1,2,20.3,7.19,55.31,0,4.98,2.15,02-01-2018
2018,1,3,21.25,6.52,53.44,0,4.63,2.41,03-01-2018
2018,1,4,21.6,6.24,46.12,0,2.9,0.98,04-01-2018
2018,1,5,21.96,6.91,41.69,0,3.63,0.92,05-01-2018
2018,1,6,21.51,4.54,46.69,0,4.66,2.56,06-01-2018
2018,1,7,20.6,5.53,44.81,0,5.12,1.74,07-01-2018
2018,1,8,21.69,7.33,44.5,0,4.77,1.49,08-01-2018
2018,1,9,21.24,5.2,47.44,0,4.41,2.19,09-01-2018
2018,1,10,22.88,3.78,45.44,0,4.08,2.49,10-01-2018
2018,1,11,22.28,4.87,44.12,0,4.89,2.73,11-01-2018
2018,1,12,23.48,8.35,39.12,0,4.14,1.54,12-01-2018
2018,1,13,23.35,7.02,42.19,0,5.98,2.48,13-01-2018
2018,1,14,21.62,6.79,47.56,0,5.7,2.39,14-01-2018
2018,1,15,23.3,6.1,46.69,0,4.9,2.27,15-01-2018
2018,1,16,23.55,8.44,41.44,0,4.25,1.86,16-01-2018
2018,1,17,24.47,9.4,35.5,0,3.75,0.16,17-01-2018
2018,1,18,23.23,5.98,35.5,0,3.71,1.88,18-01-2018
2018,1,19,24.58,7.55,39.38,0,4.05,2.21,19-01-2018
2018,1,20,24.68,8.54,44.62,0,5.98,1.6,20-01-2018
2018,1,21,24.5,9.78,42.69,0,3.6,1.19,21-01-2018
2018,1,22,23.81,9.1,39.06,0,3.94,0.63,22-01-2018
2018,1,23,25.3,10.81,35.44,0,3.57,0.16,23-01-2018
2018,1,24,24.97,9.3,54,0,5.43,3.02,24-01-2018
2018,1,25,24.14,8.35,52.62,0,3.62,1.87,25-01-2018
2018,1,26,22.9,6.92,48.19,0,4.16,2.14,26-01-2018
2018,1,27,23.38,8.3,38.62,0,5.27,1.73,27-01-2018
2018,1,28,24.27,8.44,34.25,0,3.12,1.14,28-01-2018
2018,1,29,24.51,8.78,34.69,0,5.26,1.2,29-01-2018
2018,1,30,26.05,7.34,35.69,0,7.05,2.7,30-01-2018
2018,1,31,26.91,9.07,40.31,0,7.93,3.52,31-01-2018
2018,2,1,25.32,8.19,44.75,0,7.27,3.35,01-02-2018
2018,2,2,27.28,9.8,42.44,0,5.31,1.07,02-02-2018
2018,2,3,27.8,15.71,36.19,0,2.7,0.25,03-02-2018
2018,2,4,28.39,12.09,44.62,0,3.15,0.73,04-02-2018
2018,2,5,27.89,13.33,43.44,0,3.53,0.18,05-02-2018
2018,2,6,28,11.45,40.69,0,4.58,2.17,06-02-2018
2018,2,7,28.22,13.31,37.62,0,6.36,2.16,07-02-2018
2018,2,8,27.46,13.46,40.69,0.04,4.3,1.59,08-02-2018
2018,2,9,27.8,13.81,47.56,1.68,2.75,1.44,09-02-2018
2018,2,10,25.96,13.87,43.38,0.13,4.42,0.81,10-02-2018
2018,2,11,28.45,13.51,30.38,0.01,3.38,0.78,11-02-2018
2018,2,12,28.04,12.85,43,1.4,4.7,0.32,12-02-2018
2018,2,13,28.44,13.4,52.88,4.35,5.12,0.65,13-02-2018
2018,2,14,26.2,13.08,63,0.54,6.06,1.77,14-02-2018
2018,2,15,27.26,8.71,42.81,0,4.89,2.4,15-02-2018
2018,2,16,26.76,10.93,39,0,4.94,1.5,16-02-2018
2018,2,17,27.73,11.14,44.19,0,5.76,2.27,17-02-2018
2018,2,18,28.8,14.95,32.62,0,3.6,0.16,18-02-2018
2018,2,19,29.59,15.78,35.5,0,2.98,0.45,19-02-2018
2018,2,20,29.35,15.94,39.44,0,2.84,0.6,20-02-2018
2018,2,21,29,12.66,32.38,0,4.5,0.59,21-02-2018
2018,2,22,30.8,15.31,29.88,0,4.84,1.32,22-02-2018
2018,2,23,32.18,15.95,30.81,0,4.41,0.27,23-02-2018
2018,2,24,33.34,17.51,31.44,0,2.63,0.09,24-02-2018
2018,2,25,33.21,18.32,35.62,0.46,5.08,0.7,25-02-2018
2018,2,26,31.27,16.8,39.88,1.33,5.31,1.63,26-02-2018
2018,2,27,30.91,14.65,29.25,0,5.27,1.94,27-02-2018
2018,2,28,31.78,17.1,28.06,0,5.23,0.88,28-02-2018
2018,3,1,31.96,15.12,31.5,0,5.34,0.84,01-03-2018
2018,3,2,33.74,19.08,28.31,0,6.52,0.19,02-03-2018
2018,3,3,33.33,17.68,26.06,0,7.01,1.48,03-03-2018
2018,3,4,34.76,17.85,24.06,0,5.91,1.34,04-03-2018
2018,3,5,32,18.2,31.56,0.58,6.83,1.77,05-03-2018
2018,3,6,31.84,17.4,36.06,0.08,6.27,0.6,06-03-2018
2018,3,7,32.43,14.73,20.31,0,5.05,1.77,07-03-2018
2018,3,8,32.87,17.98,20.56,0,3.87,0.11,08-03-2018
2018,3,9,32.41,15.5,23.25,0,5.5,0.21,09-03-2018
2018,3,10,33.49,14.97,20.56,0,7.84,2.58,10-03-2018
2018,3,11,33.98,18.52,21.06,0,4.42,1.02,11-03-2018
2018,3,12,32.68,20,24,0,2.93,0.16,12-03-2018
2018,3,13,35.15,18.94,20.38,0,6.18,0.27,13-03-2018
2018,3,14,34.72,18.44,19.56,0,5.66,0.99,14-03-2018
2018,3,15,35.45,18.15,25.81,0.18,3.53,0.58,15-03-2018
2018,3,16,34.3,20.14,33.88,0.01,6.45,2.86,16-03-2018
2018,3,17,33.3,19.51,34.44,0.16,7.23,1.23,17-03-2018
2018,3,18,33.4,18.68,20.44,0,4.92,0.8,18-03-2018
2018,3,19,34.21,16.33,13,0,5.16,1.92,19-03-2018
2018,3,20,34.52,16.54,15.56,0,6.18,1.38,20-03-2018
2018,3,21,35.4,21.26,20.69,0,2.95,0.7,21-03-2018
2018,3,22,36.36,22.3,29.69,0,4.98,2.23,22-03-2018
2018,3,23,35.29,18.83,23.81,0,3.21,2.05,23-03-2018
2018,3,24,35.1,20.44,25.19,0,3.23,0.87,24-03-2018
2018,3,25,35.39,20.11,27.31,0.01,3.38,0.55,25-03-2018
2018,3,26,34.73,19.32,20.88,0.42,5.85,1.3,26-03-2018
2018,3,27,36.14,18.4,17.81,0,3.09,1.17,27-03-2018
2018,3,28,36.99,21.05,14.44,0,6.2,0.73,28-03-2018
2018,3,29,37.93,21.82,11.75,0,3.75,0.12,29-03-2018
2018,3,30,38.24,19.72,13.62,0,6.34,0.22,30-03-2018
2018,3,31,37.89,18.81,23.06,0.08,5.48,1.95,31-03-2018
2018,4,1,35.94,19.96,49.31,3.65,6.49,1.81,01-04-2018
2018,4,2,33.15,18.68,52.75,5.52,6.76,1.47,02-04-2018
2018,4,3,34.13,17.78,49.62,0.03,4.54,0.35,03-04-2018
2018,4,4,34.64,18.96,49.62,0.19,3.59,0.77,04-04-2018
2018,4,5,37.3,19.84,46.06,0.12,3.59,1.12,05-04-2018
2018,4,6,37.19,19.75,45,0.02,5.19,0.24,06-04-2018
2018,4,7,34.62,22.37,62.94,3.33,5.59,0.79,07-04-2018
2018,4,8,33.48,21.08,47.56,0.07,5.99,0.39,08-04-2018
2018,4,9,34.39,21.08,51.25,3.31,6.4,1.85,09-04-2018
2018,4,10,35.55,20.51,44.81,0.14,4.88,1.23,10-04-2018
2018,4,11,36.12,20.55,38.81,1.88,4.62,0.43,11-04-2018
2018,4,12,34.65,21.37,41.5,2.15,4.31,0.52,12-04-2018
2018,4,13,35.41,20.3,41.38,0.17,7.13,0.63,13-04-2018
2018,4,14,36.6,23.48,34.81,0.27,4.77,1.3,14-04-2018
2018,4,15,37.76,20.81,33.5,0.01,5.56,0.82,15-04-2018
2018,4,16,38.87,21.72,27.44,0,3.92,0.35,16-04-2018
2018,4,17,40.49,24.27,31.44,1.8,4.29,0.47,17-04-2018
2018,4,18,39.28,22.89,37,0.03,4.45,0.95,18-04-2018
2018,4,19,39.37,23.49,20.81,0,6.69,1.26,19-04-2018
2018,4,20,41.18,24.39,18.75,0,3.64,1.72,20-04-2018
2018,4,21,40.54,24.23,21.19,0,3.9,2.24,21-04-2018
2018,4,22,39.2,24.92,24.38,0,4.93,0.33,22-04-2018
2018,4,23,38.33,22.85,13.5,0,4.58,1.27,23-04-2018
2018,4,24,38.66,23.46,13.31,0.11,5.19,0.4,24-04-2018
2018,4,25,39.05,22.82,13.38,0,5.89,0.8,25-04-2018
2018,4,26,40.16,19.36,27.38,0,6.4,1.78,26-04-2018
2018,4,27,39.73,20.94,39,4.3,5.53,2.17,27-04-2018
2018,4,28,39.4,20.98,35.44,1.08,5.23,1.76,28-04-2018
2018,4,29,40.01,23.14,33.19,1.96,4.68,0.79,29-04-2018
2018,4,30,36.8,21.89,53.12,9.97,4.88,1.54,30-04-2018
2018,5,1,38.43,21.74,51.38,0.69,5.68,2.09,01-05-2018
2018,5,2,37.57,21.48,55.25,1.51,5.84,0.38,02-05-2018
2018,5,3,34.93,22.49,60.38,2.96,6.27,0.63,03-05-2018
2018,5,4,37.15,21.44,50.38,1.54,6.25,2.01,04-05-2018
2018,5,5,39.18,22.06,46.12,1.16,6.67,2.02,05-05-2018
2018,5,6,40.66,24.7,32.88,0.12,7.16,0.34,06-05-2018
2018,5,7,41.26,26.25,28.44,0.2,5.58,0.61,07-05-2018
2018,5,8,41.8,24.68,26.19,0.04,3.9,1.71,08-05-2018
2018,5,9,39.87,24.63,21.94,0,5.09,2.67,09-05-2018
2018,5,10,39.8,25.98,25.06,0.01,2.64,0.13,10-05-2018
2018,5,11,39.91,24.52,23.69,0,7,1.37,11-05-2018
2018,5,12,40.99,21.63,35.06,0,6.34,1.68,12-05-2018
2018,5,13,40.7,23.58,42.12,0.43,5.99,1.29,13-05-2018
2018,5,14,36.65,24.49,45.56,6.59,6.4,0.81,14-05-2018
2018,5,15,36.64,23.59,47.69,0.94,7.33,0.38,15-05-2018
2018,5,16,39,24,40.31,0.18,5.32,1.76,16-05-2018
2018,5,17,39.73,22.84,42.88,0.39,6.58,1.96,17-05-2018
2018,5,18,40.49,22.55,38.56,0.23,6.92,0.34,18-05-2018
2018,5,19,40.27,24.55,37.75,0.19,4.51,1.16,19-05-2018
2018,5,20,36.05,25.48,48.38,25.69,4,2.09,20-05-2018
2018,5,21,39.08,22.99,44.56,0,4.62,0.55,21-05-2018
2018,5,22,38.91,24.3,40.06,0.02,4.7,0.52,22-05-2018
2018,5,23,39.6,23.3,50.31,0.17,3.96,1.69,23-05-2018
2018,5,24,39.23,23.99,50.94,0.01,5.9,0.94,24-05-2018
2018,5,25,38.08,25.55,56.69,6.64,6.69,1.84,25-05-2018
2018,5,26,40.97,24.15,47.56,0.01,5.97,1.26,26-05-2018
2018,5,27,40.09,25.12,50.62,1.95,6.12,0.53,27-05-2018
2018,5,28,39.09,24.71,50.31,5.12,7.69,2.23,28-05-2018
2018,5,29,39.05,24.15,57.31,8.4,7.83,1.55,29-05-2018
2018,5,30,40.44,23.42,53.62,0.95,4.72,0.52,30-05-2018
2018,5,31,37.95,24.78,56.88,5.05,6.02,1.87,31-05-2018
2018,6,1,36.32,24.99,61.56,1.71,5.33,2.48,01-06-2018
2018,6,2,37.54,24.14,59.69,1.59,4.75,0.72,02-06-2018
2018,6,3,36.63,24.37,56.19,2.82,5.84,0.3,03-06-2018
2018,6,4,36.65,24.94,55.88,0.76,5.41,0.34,04-06-2018
2018,6,5,35.19,24.88,61.75,0.19,5.32,1.9,05-06-2018
2018,6,6,36.42,24.78,58.81,0.17,5.06,0.98,06-06-2018
2018,6,7,35.73,25.1,62.19,6.07,4.75,1.69,07-06-2018
2018,6,8,33.07,25.28,71,7.05,3.73,0.54,08-06-2018
2018,6,9,33.26,24.76,69.69,11.27,3.32,0.34,09-06-2018
2018,6,10,36.33,24.36,61.38,1.81,4.69,0.88,10-06-2018
2018,6,11,33.85,25.74,61.12,0.22,6.17,1.91,11-06-2018
2018,6,12,38.26,25.58,53.38,0.8,7.23,1.53,12-06-2018
2018,6,13,38.3,25.62,56.25,1.95,10.59,2.97,13-06-2018
2018,6,14,39.38,25.51,48.88,1.45,9.05,4.27,14-06-2018
2018,6,15,39.95,25.77,40.31,0,7.98,3.05,15-06-2018
2018,6,16,40.18,26.67,39.75,0,9.73,3.18,16-06-2018
2018,6,17,40.12,27.05,37.25,0,9.02,2.73,17-06-2018
2018,6,18,38.83,27.23,42.25,0.19,5.29,1.74,18-06-2018
2018,6,19,38.14,25.18,46.81,0.98,4.59,0.2,19-06-2018
2018,6,20,36.33,26.76,57.5,4.32,5.68,0.76,20-06-2018
2018,6,21,33.94,26.23,65.5,4.35,6.37,2.41,21-06-2018
2018,6,22,36.45,24.92,61.69,5.28,5.7,1.23,22-06-2018
2018,6,23,33.15,24.87,69.19,8.54,5.73,0.58,23-06-2018
2018,6,24,34.1,24.44,67.06,10.58,6.3,0.77,24-06-2018
2018,6,25,32.08,25.21,70.81,8.02,5.77,3.45,25-06-2018
2018,6,26,29.9,23.84,78.56,18.41,5.46,0.77,26-06-2018
2018,6,27,29.08,23.31,81.5,17.49,4.74,0.84,27-06-2018
2018,6,28,31.29,22.31,77.5,1.83,7.95,3.62,28-06-2018
2018,6,29,33.35,22.37,68.81,0.65,5.01,2.66,29-06-2018
2018,6,30,34.03,22.98,65,0.81,6.02,1.53,30-06-2018
2018,7,1,31.54,24.62,73.62,5.18,5.05,2.02,01-07-2018
2018,7,2,31.17,23.45,80.19,23.09,6.05,2.45,02-07-2018
2018,7,3,30.28,23.57,80.44,9.25,6.54,2.27,03-07-2018
2018,7,4,30.66,23.54,81.94,16.97,5.7,3.26,04-07-2018
2018,7,5,31.85,22.55,75.56,0.94,6.21,1.71,05-07-2018
2018,7,6,33.12,23.01,71.56,16.92,4.04,0.53,06-07-2018
2018,7,7,33.48,23.38,71.69,0.69,3.3,1.3,07-07-2018
2018,7,8,32.23,24.07,77.62,0.83,5.81,1.67,08-07-2018
2018,7,9,33,23.92,77.88,1.98,5.05,2.04,09-07-2018
2018,7,10,32.58,24.31,77.25,1.92,4.17,1.94,10-07-2018
2018,7,11,30.68,24.36,83.06,15.61,3.55,0.79,11-07-2018
2018,7,12,30.45,23.62,83.19,14.01,3.62,1.05,12-07-2018
2018,7,13,29.12,24.16,87.25,1.29,5.73,2.13,13-07-2018
2018,7,14,32,24.48,80.5,0.87,4.59,2.21,14-07-2018
2018,7,15,32.15,23.82,81.69,8.71,6.22,1.27,15-07-2018
2018,7,16,31.95,23.64,82.81,19.04,7.43,3.2,16-07-2018
2018,7,17,30.9,23.88,84.88,30.97,3.88,1.57,17-07-2018
2018,7,18,30.61,23.83,85.81,16.13,4.45,1.05,18-07-2018
2018,7,19,30.15,24.1,86.81,2.11,4.57,1.37,19-07-2018
2018,7,20,31.59,24.39,81.06,1.66,2.9,0.14,20-07-2018
2018,7,21,30.26,24.88,87.06,19.76,7.05,2.09,21-07-2018
2018,7,22,29.84,23.93,88.81,32.32,6.32,2.56,22-07-2018
2018,7,23,28.01,22.94,89.44,17.91,9.01,1.41,23-07-2018
2018,7,24,29.98,22.51,85.44,10.7,7.33,3.61,24-07-2018
2018,7,25,28.87,22.58,86.25,14.63,6.28,2.97,25-07-2018
2018,7,26,29.17,23.1,87.62,23.69,4.94,2.37,26-07-2018
2018,7,27,28.13,21.92,86.5,26.01,6.32,1.34,27-07-2018
2018,7,28,29.54,22.08,86.31,11.88,5.6,1.46,28-07-2018
2018,7,29,27.26,23.34,93,23.77,4.77,1.64,29-07-2018
2018,7,30,29.4,22.51,86.44,14.06,4.81,2.36,30-07-2018
2018,7,31,28.86,22.69,87.12,12.52,5.7,1.93,31-07-2018
2018,8,1,29.16,22.19,85.94,3,7.54,2.91,01-08-2018
2018,8,2,28.55,21.49,87.88,6.99,7.38,2.16,02-08-2018
2018,8,3,28.49,22.69,87.12,7.68,6.94,2.92,03-08-2018
2018,8,4,28.94,22.17,87.75,1.05,6.9,2.62,04-08-2018
2018,8,5,28.17,23.32,90.5,15.12,6.62,2.92,05-08-2018
2018,8,6,26.39,22.92,91.88,21.81,5.88,1.8,06-08-2018
2018,8,7,27.62,22.75,90.56,15.62,7.7,0.8,07-08-2018
2018,8,8,28.77,22.56,88.69,5.81,8.04,3.48,08-08-2018
2018,8,9,29.78,22.69,87.25,2.57,4.95,1.94,09-08-2018
2018,8,10,30.19,22.37,85.88,6,2.14,0.89,10-08-2018
2018,8,11,29.87,23.75,87.75,10.72,2.09,0.92,11-08-2018
2018,8,12,27.42,24.24,93.88,19.77,3.6,1.69,12-08-2018
2018,8,13,28.11,24.11,92.5,18.14,4.36,2.54,13-08-2018
2018,8,14,29.56,23.64,89.75,3.15,3.91,1.75,14-08-2018
2018,8,15,28.95,23.83,91.88,3.71,7.5,1.81,15-08-2018
2018,8,16,28.77,23.69,90.38,16.1,8.05,4.53,16-08-2018
2018,8,17,29.7,23.3,87.75,2.34,5.34,2.02,17-08-2018
2018,8,18,30.51,23.94,85.94,0.73,4.04,1.55,18-08-2018
2018,8,19,29.3,24,87.69,2.28,3.49,1.09,19-08-2018
2018,8,20,28.73,24.38,91.44,15.84,6.39,1.25,20-08-2018
2018,8,21,29.48,23.44,87.62,9.89,4.21,2.48,21-08-2018
2018,8,22,29.33,22.62,87.56,3.55,3.23,1.52,22-08-2018
2018,8,23,28.09,22.09,87.88,1.63,3.25,1.19,23-08-2018
2018,8,24,28.5,23.46,91.31,8.86,3.06,1.1,24-08-2018
2018,8,25,27.94,23.27,89.75,38.32,2.36,0.31,25-08-2018
2018,8,26,28.13,23.12,91.81,39.7,3.8,1.36,26-08-2018
2018,8,27,27.69,23.04,91.88,4.7,5.62,2.17,27-08-2018
2018,8,28,28.32,24.01,91.75,7.91,6.53,3.02,28-08-2018
2018,8,29,29.61,23.08,88.19,5.4,3.9,1.73,29-08-2018
2018,8,30,29.86,22.92,87.75,5.2,3.3,1.14,30-08-2018
2018,8,31,27.84,23.1,90.38,10.32,3.26,1.68,31-08-2018
2018,9,1,28.37,22.51,91.44,21.8,4.57,2.2,01-09-2018
2018,9,2,26.79,22.75,90.19,37.86,2.41,0.58,02-09-2018
2018,9,3,27.34,22.33,91.81,19.28,6.05,1.54,03-09-2018
2018,9,4,28.05,22.38,91.75,10.46,5.48,2.61,04-09-2018
2018,9,5,27.06,22.26,90.81,12.78,3.63,0.52,05-09-2018
2018,9,6,28.54,21.94,90.31,12.13,6.55,0.55,06-09-2018
2018,9,7,27.8,21.98,92.75,22.05,11.47,3.73,07-09-2018
2018,9,8,29.4,21.67,84.81,0.86,3.36,0.3,08-09-2018
2018,9,9,28.19,23,90.12,1.73,3.54,0.52,09-09-2018
2018,9,10,26.01,22.58,93.94,3.28,4.7,0.08,10-09-2018
2018,9,11,27.87,21.85,88.56,0.7,3.41,1.94,11-09-2018
2018,9,12,28.91,21.58,87.62,2.09,4.05,2.09,12-09-2018
2018,9,13,28.44,22.55,88.69,6.89,5.24,1.32,13-09-2018
2018,9,14,27.41,22.51,88.06,2.7,2.5,0.77,14-09-2018
2018,9,15,28.67,21.26,87.5,2.87,2.8,1.01,15-09-2018
2018,9,16,26.67,21.73,88.81,2.96,3.48,1.1,16-09-2018
2018,9,17,27.41,21.49,87.25,0.45,3.73,1.79,17-09-2018
2018,9,18,29.24,21,84.19,0,3.11,1.97,18-09-2018
2018,9,19,29.12,20.6,85.38,1.9,3.44,1.72,19-09-2018
2018,9,20,26.33,21.51,92.81,6.66,7.01,2.05,20-09-2018
2018,9,21,26.37,21.92,92.94,6.32,10.2,6.52,21-09-2018
2018,9,22,27.09,21.55,91.12,4.89,8.19,2.84,22-09-2018
2018,9,23,28.53,21.59,85.62,0.57,4.12,0.92,23-09-2018
2018,9,24,29.3,21.26,83.69,0.03,2.9,1.54,24-09-2018
2018,9,25,28.34,21.34,87.44,15.98,3.27,1.77,25-09-2018
2018,9,26,27.4,21.33,84.12,1.01,3.55,1.1,26-09-2018
2018,9,27,28.23,20.47,82.12,0,2.72,1.14,27-09-2018
2018,9,28,29.35,20.79,82.62,0,2.65,0.77,28-09-2018
2018,9,29,28.88,20.15,83.94,0,3.88,1.87,29-09-2018
2018,9,30,28.72,18.62,80.69,0,4.01,2.09,30-09-2018
2018,10,1,29.78,18.66,75.56,0,2.67,1.66,01-10-2018
2018,10,2,29.04,20.07,80.25,0,4.11,1.6,02-10-2018
2018,10,3,28.92,18.6,84.06,0,4.07,1.52,03-10-2018
2018,10,4,28.88,19.3,78.19,0,3.23,1.09,04-10-2018
2018,10,5,28.85,19.48,78.69,0,3.15,1.33,05-10-2018
2018,10,6,28.46,18.83,79.44,0,3.55,1.5,06-10-2018
2018,10,7,28.58,18.24,77.88,0,3.05,0.37,07-10-2018
2018,10,8,28.54,18.56,74.31,0,2.83,0.11,08-10-2018
2018,10,9,28.28,17.84,65.25,0,3.02,0.46,09-10-2018
2018,10,10,26.67,16.46,77.94,1.62,5.39,1.3,10-10-2018
2018,10,11,24.44,18.46,92.56,3.69,6.11,2.56,11-10-2018
2018,10,12,24.04,19.73,93.44,14.56,5.91,2.05,12-10-2018
2018,10,13,25.76,18.97,88.44,2.08,7.52,1.34,13-10-2018
2018,10,14,26.59,16.58,82.56,0,3.69,1.35,14-10-2018
2018,10,15,27.08,15.57,75,0,3.14,1.97,15-10-2018
2018,10,16,26.93,15.33,69.88,0,3.52,1.09,16-10-2018
2018,10,17,27.79,16.08,75.25,0,3.39,1.35,17-10-2018
2018,10,18,27.83,17.4,78.44,0,4.41,1.82,18-10-2018
2018,10,19,28.12,17.15,73.69,0,2.97,1.16,19-10-2018
2018,10,20,27.71,17.41,75.06,0,4.16,2.15,20-10-2018
2018,10,21,27.56,16.76,70.88,0,3.42,1.33,21-10-2018
2018,10,22,28.2,17.35,73.81,0.06,2.95,0.28,22-10-2018
2018,10,23,26.98,18.21,74.44,0.14,2.02,1.12,23-10-2018
2018,10,24,26.01,16.3,67.94,0.01,3.29,1.46,24-10-2018
2018,10,25,26.35,13.9,63.19,0,3.08,1.82,25-10-2018
2018,10,26,25.71,15.55,59.19,0,4.38,0.54,26-10-2018
2018,10,27,25.44,14.28,60.62,0,3.6,1.19,27-10-2018
2018,10,28,25.59,13.83,70.88,0,3,1.54,28-10-2018
2018,10,29,25.33,16.56,77.94,0,2.27,0.65,29-10-2018
2018,10,30,25.35,16.26,88.44,0,4.61,1.25,30-10-2018
2018,10,31,25.6,16.8,87.75,0,4.44,1.32,31-10-2018
2018,11,1,26.41,18.33,84.94,0,2.84,0.09,01-11-2018
2018,11,2,26.33,16.79,81.69,0,2.62,1.3,02-11-2018
2018,11,3,27.15,16.22,76.12,0,2.93,0.82,03-11-2018
2018,11,4,27.45,17.69,76.62,0,2.88,1.62,04-11-2018
2018,11,5,27.73,18.42,74.94,0.01,3.45,0.97,05-11-2018
2018,11,6,27.06,17.98,77.75,0.81,3.23,1.01,06-11-2018
2018,11,7,25.76,14.19,71,0.25,2.3,1.05,07-11-2018
2018,11,8,25.69,14.83,61.06,0,2.21,0.38,08-11-2018
2018,11,9,24.83,14.4,58.12,0,2.13,0.61,09-11-2018
2018,11,10,24.65,12.49,60.88,0,2.35,0.94,10-11-2018
2018,11,11,25.35,14.14,59.38,0,2.31,0.14,11-11-2018
2018,11,12,24.63,12.49,64.5,0,2.41,0.91,12-11-2018
2018,11,13,26.1,15.23,57.5,0,3.16,0.67,13-11-2018
2018,11,14,27.11,14.77,52.31,0,2.38,0.56,14-11-2018
2018,11,15,27.46,13.53,56.31,0,3.75,1.65,15-11-2018
2018,11,16,27.75,15.16,58.38,0,2.9,1.9,16-11-2018
2018,11,17,26.21,13.58,64.25,0,4.17,1.46,17-11-2018
2018,11,18,26.14,15.83,47.81,0,2.09,0.11,18-11-2018
2018,11,19,26.4,14.04,57.19,0,2.45,0.74,19-11-2018
2018,11,20,26.75,13.32,50.56,0,4.09,0.92,20-11-2018
2018,11,21,26.21,15.05,53.88,0,2.77,1.08,21-11-2018
2018,11,22,24.84,12.64,60.06,0,3.12,1.64,22-11-2018
2018,11,23,24.12,12.54,58.62,0,4.6,1.94,23-11-2018
2018,11,24,24.56,10.48,58.5,0,3.55,1.97,24-11-2018
2018,11,25,24.14,9.65,56,0,3.09,1.33,25-11-2018
2018,11,26,24.58,13.12,52.12,0,2.09,0.22,26-11-2018
2018,11,27,24.48,11.94,69.75,0,3.42,0.91,27-11-2018
2018,11,28,24.52,12.9,76.88,0,2.35,1.48,28-11-2018
2018,11,29,25.19,13,76.12,0,2.23,0.28,29-11-2018
2018,11,30,24.18,14.6,69.44,0,2.72,0.04,30-11-2018
2018,12,1,24.21,13.8,64.62,0,2.96,0.36,01-12-2018
2018,12,2,23.9,12.02,62.38,0,2.82,0.17,02-12-2018
2018,12,3,24.17,12.27,55.38,0,1.5,0.58,03-12-2018
2018,12,4,24.62,13.65,56.81,0,2.5,0.16,04-12-2018
2018,12,5,20.93,13.71,58.12,0,2.07,0.15,05-12-2018
2018,12,6,24.15,11.56,57.62,0,3.27,1.15,06-12-2018
2018,12,7,23.29,10.73,53.94,0,4.37,0.95,07-12-2018
2018,12,8,23.16,9.83,51.62,0,2.92,0.31,08-12-2018
2018,12,9,23.9,10.71,49.56,0,4.17,0.4,09-12-2018
2018,12,10,24.88,10.33,53.62,0.02,2.96,0.72,10-12-2018
2018,12,11,22.33,11.28,73.94,0.34,3.29,0.27,11-12-2018
2018,12,12,24.01,12.33,74.19,0.01,2.08,1.12,12-12-2018
2018,12,13,24.26,13.26,70.31,0,2.36,0.24,13-12-2018
2018,12,14,22.89,11.88,67.69,0,3.48,1.55,14-12-2018
2018,12,15,21.95,8.23,60.44,0,4.36,2.6,15-12-2018
2018,12,16,22.14,7.94,57.75,0,3.57,1.75,16-12-2018
2018,12,17,15.99,11.15,77.12,25.7,4.39,1.48,17-12-2018
2018,12,18,16.88,10.44,91.25,22.25,7.3,1.68,18-12-2018
2018,12,19,20.97,9.23,77.44,0.02,2.38,0.28,19-12-2018
2018,12,20,20.97,9.58,66.12,0,2.83,0.87,20-12-2018
2018,12,21,20.9,5.87,56.44,0,3.34,1.96,21-12-2018
2018,12,22,20.61,6.16,48.12,0,3.13,0.89,22-12-2018
2018,12,23,20.99,7.15,45.38,0,3.57,0.95,23-12-2018
2018,12,24,21.84,6.09,49.06,0,3.62,2.09,24-12-2018
2018,12,25,21.8,5.87,54.38,0,4.59,2.88,25-12-2018
2018,12,26,21.28,5.94,56.75,0,5.05,1.63,26-12-2018
2018,12,27,19.53,7.32,55.5,0,3.91,1.25,27-12-2018
2018,12,28,19.16,4.89,49.25,0,4.67,2.68,28-12-2018
2018,12,29,19.7,3.15,51.56,0,3.48,1.96,29-12-2018
