YEAR,MO,DY,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,DATE
2014,9,8,28.47,22.26,88.5,1.5,5.77,2.25,08-09-2014
2014,9,9,28.61,21.58,86.94,0.58,4.25,2.5,09-09-2014
2014,9,10,28.98,21.39,85.69,4.93,3.55,1.67,10-09-2014
2014,9,11,29.69,22.05,86.06,2.24,2.66,1.15,11-09-2014
2014,9,12,28.86,22.41,88.44,4.22,3.34,1.83,12-09-2014
2014,9,13,28.64,22.66,87.25,3.35,2.29,0.96,13-09-2014
2014,9,14,27.97,22.1,88.75,5.65,5.57,1.67,14-09-2014
2014,9,15,29.31,21.07,86.19,1.67,3.19,0.07,15-09-2014
2014,9,16,28.91,22.4,85.69,0.12,1.43,0.24,16-09-2014
2014,9,17,30.05,21.86,85,0.33,1.79,0.8,17-09-2014
2014,9,18,30.1,22.96,88.69,8.56,2.76,0.62,18-09-2014
2014,9,19,30.05,23.57,88.19,15.46,3.62,0.87,19-09-2014
2014,9,20,28.38,21.76,90.06,22.28,6.48,1.14,20-09-2014
2014,9,21,26.58,22.37,92.75,12.08,5.74,1.27,21-09-2014
2014,9,22,28.86,21.76,87,8.57,5.03,2.02,22-09-2014
2014,9,23,29.32,19.87,81.62,1.53,4.52,1.89,23-09-2014
2014,9,24,29.37,20.3,82.12,0.13,4.02,1.92,24-09-2014
2014,9,25,28.8,20.42,82.56,0,4.8,2.19,25-09-2014
2014,9,26,29.11,18.69,79.62,0,4.78,2.36,26-09-2014
2014,9,27,29.36,18.4,75.94,0,4.38,0.99,27-09-2014
2014,9,28,29.37,19.17,78.38,0.24,3.22,1.86,28-09-2014
2014,9,29,29.36,19.33,79,0.84,2.71,1.96,29-09-2014
2014,9,30,29.19,20.5,77.44,0.11,2.19,0.44,30-09-2014
2014,10,1,28.88,21,78.19,3.62,2.77,0.12,01-10-2014
2014,10,2,28.8,20.26,80.75,3.23,1.94,0.21,02-10-2014
2014,10,3,28.12,20.05,80.19,0.1,1.6,0.67,03-10-2014
2014,10,4,28.33,20.96,81.69,0,1.99,0.53,04-10-2014
2014,10,5,28.3,20.51,84.69,0,2.62,1.21,05-10-2014
2014,10,6,28.49,20.32,81.38,0.01,2.43,0.1,06-10-2014
2014,10,7,28.62,20.97,78.69,1.63,1.86,0.15,07-10-2014
2014,10,8,28.66,19.85,79.44,0.28,1.97,1.05,08-10-2014
2014,10,9,28.69,20.51,78.88,0.07,2.74,0.68,09-10-2014
2014,10,10,28.93,19.87,82.94,0.01,3.43,1.91,10-10-2014
2014,10,11,28.02,19.39,84.62,0.93,5,1.98,11-10-2014
2014,10,12,24.79,21.92,95.19,44.74,6.81,2.19,12-10-2014
2014,10,13,26.66,22.31,89.69,7.01,7.8,5.78,13-10-2014
2014,10,14,26.83,21.58,89.25,2.58,9.71,2.2,14-10-2014
2014,10,15,26.34,18.52,90.81,0.39,4.5,1.5,15-10-2014
2014,10,16,26.41,16.84,84.94,0,3.67,1.84,16-10-2014
2014,10,17,26.94,16.72,81.5,0,3.97,0.9,17-10-2014
2014,10,18,27.26,17.61,79.25,0,2.48,0.52,18-10-2014
2014,10,19,26.8,17.53,78.88,0,3.47,1.77,19-10-2014
2014,10,20,26.11,16.26,70.69,0,2.36,1.09,20-10-2014
2014,10,21,26.3,16.67,65.19,0,2.17,0.37,21-10-2014
2014,10,22,25.79,16.76,67.19,0,1.98,0.55,22-10-2014
2014,10,23,26.15,16.62,63.56,0,1.02,0.33,23-10-2014
2014,10,24,25.75,16.73,64.88,0,1.2,0.16,24-10-2014
2014,10,25,24.12,17.98,77,0.67,2.71,0.55,25-10-2014
2014,10,26,21.87,16.85,80.5,1.52,3.8,0.73,26-10-2014
2014,10,27,24.04,15.92,82.25,0.43,2.2,1.17,27-10-2014
2014,10,28,24.56,15.9,79,0,3.05,1.27,28-10-2014
2014,10,29,25.76,14.83,69.94,0,2.86,0.99,29-10-2014
2014,10,30,26.36,15.62,63.19,0,2.13,0.28,30-10-2014
2014,10,31,25.73,15.77,71,0,2.45,1.27,31-10-2014
2014,11,1,25.42,14.79,80.5,0,4.35,1.59,01-11-2014
2014,11,2,26.05,14.98,71.5,0,4.1,1.31,02-11-2014
2014,11,3,25.4,12.58,62.94,0,3.98,2.39,03-11-2014
2014,11,4,25.76,11.92,62.19,0,3.53,2.18,04-11-2014
2014,11,5,25.19,12.68,68.75,0,4.92,1.68,05-11-2014
2014,11,6,25.93,13.53,73.06,0,5.32,2.1,06-11-2014
2014,11,7,25.33,12.37,67.75,0,3.11,1.67,07-11-2014
2014,11,8,26.26,13.48,67.5,0,2.62,0.75,08-11-2014
2014,11,9,26.34,14.98,64.31,0,1.66,0.23,09-11-2014
2014,11,10,26.09,16.29,62.25,0,2.45,0.34,10-11-2014
2014,11,11,26.87,15.3,62.62,0,2.51,0.88,11-11-2014
2014,11,12,26.33,16.79,58.12,0,3.06,0.89,12-11-2014
2014,11,13,26.76,14.83,59.5,0,3.05,1.59,13-11-2014
2014,11,14,25.14,13.01,52.81,0,4.09,2.14,14-11-2014
2014,11,15,25.67,13.26,55.38,0,4.73,2.16,15-11-2014
2014,11,16,24.82,13.52,55.81,0,3.49,1.8,16-11-2014
2014,11,17,24.23,11.92,47.12,0,2.56,1.37,17-11-2014
2014,11,18,25.36,11.65,46.5,0,2.67,0.18,18-11-2014
2014,11,19,24.84,11.96,49.44,0,3.14,1.35,19-11-2014
2014,11,20,25.28,13.31,44.69,0,2.95,1.06,20-11-2014
2014,11,21,25.07,11.24,46.19,0,2.7,1.67,21-11-2014
2014,11,22,25.8,12.08,46.69,0,2.8,0.66,22-11-2014
2014,11,23,24.98,11.21,47.38,0,3.17,1.25,23-11-2014
2014,11,24,24.9,12.08,46.19,0,2.45,1.26,24-11-2014
2014,11,25,24.55,12.05,47.94,0,4.11,1.17,25-11-2014
2014,11,26,24.87,9.8,47.56,0,3.52,1.43,26-11-2014
2014,11,27,25.26,12.65,42,0,3.05,0.09,27-11-2014
2014,11,28,25.98,11.57,44.44,0,4.46,0.55,28-11-2014
2014,11,29,26.51,11.22,50.88,0,4.98,2.17,29-11-2014
2014,11,30,26.27,10.87,57.06,0,4.44,2.69,30-11-2014
2014,12,1,26.23,10.37,58.31,0,5.58,2.84,01-12-2014
2014,12,2,25.87,9.68,52.12,0,4.95,2.89,02-12-2014
2014,12,3,25.32,8.98,49.19,0,5.23,2.49,03-12-2014
2014,12,4,25.32,10.26,48.25,0,4.07,0.73,04-12-2014
2014,12,5,24.92,12.37,48.25,0,3.8,0.83,05-12-2014
2014,12,6,24.16,9.69,56.25,0,4.14,2.35,06-12-2014
2014,12,7,24.62,9.15,43.44,0,4.43,1.52,07-12-2014
2014,12,8,25.28,10.08,40.88,0,3.45,0.91,08-12-2014
2014,12,9,25.36,11.15,38.94,0,2.73,0.98,09-12-2014
2014,12,10,25.1,10.8,40.12,0,4.09,0.84,10-12-2014
2014,12,11,22.97,9.35,46.88,0,3.54,1.43,11-12-2014
2014,12,12,23.44,9.61,44,2.24,2.79,0.81,12-12-2014
2014,12,13,23.01,12.98,48.44,0,2.39,0.41,13-12-2014
2014,12,14,24.5,14.08,55.75,0.32,2.64,0.88,14-12-2014
2014,12,15,25.68,11.85,66.5,2.6,4.25,0.55,15-12-2014
2014,12,16,21.58,9.69,72.5,5.33,4.35,3.01,16-12-2014
2014,12,17,20.8,5.8,61.31,0,4.94,2.85,17-12-2014
2014,12,18,21.59,5.23,54.19,0,3.82,2.41,18-12-2014
2014,12,19,20.61,5.72,52.81,0,3.88,1.82,19-12-2014
2014,12,20,23.67,6.64,50,0,3.2,1.23,20-12-2014
2014,12,21,22.62,7.47,48.38,0,3.05,0.77,21-12-2014
2014,12,22,23.07,6.69,43.88,0,3.4,0.52,22-12-2014
2014,12,23,23.86,9.21,38.19,0,3.41,0.1,23-12-2014
2014,12,24,23.9,8.26,42,0,3.88,0.37,24-12-2014
2014,12,25,22.1,6.05,53.88,0,4.84,2.59,25-12-2014
2014,12,26,20.81,5.9,54.38,0,5.18,2.57,26-12-2014
2014,12,27,20.57,4.03,50.94,0,3.86,2.74,27-12-2014
2014,12,28,19.88,3.09,49.62,0,3.37,2.27,28-12-2014
2014,12,29,22.19,4.12,49,0,3.22,0.34,29-12-2014
2014,12,30,24.13,6.58,50.69,0,3.11,0.65,30-12-2014
2014,12,31,20.92,10.9,61.94,0.39,3.48,1.73,31-12-2014
2015,1,1,17.54,11.49,88.81,1.41,6.21,2,01-01-2015
2015,1,2,24.62,15.56,88.62,8.24,8.42,1.7,02-01-2015
2015,1,3,25.87,16.23,84.94,10.06,5.02,0.14,03-01-2015
2015,1,4,21.66,13.19,83.69,3.01,5.09,2.16,04-01-2015
2015,1,5,21.59,8.4,63.56,0,6.43,3.11,05-01-2015
2015,1,6,22.48,6.27,50,0,4.59,2.88,06-01-2015
2015,1,7,22.71,7.56,54.94,0,3.91,2,07-01-2015
2015,1,8,21.3,8.77,58.69,0,4.26,1.55,08-01-2015
2015,1,9,21.06,5.65,60.38,0,5.18,2.84,09-01-2015
2015,1,10,22.08,4.4,49.56,0,4.37,2.44,10-01-2015
2015,1,11,22.19,3.81,46.12,0,3.26,2.22,11-01-2015
2015,1,12,22.41,7.56,43.44,0,2.81,0.35,12-01-2015
2015,1,13,21.8,6.4,50.88,0,2.08,0.19,13-01-2015
2015,1,14,23.3,7.81,56.44,0,3.31,0.79,14-01-2015
2015,1,15,23.76,8.59,60.56,0,3.17,0.73,15-01-2015
2015,1,16,22.32,6.9,55.94,0.01,3.54,2.01,16-01-2015
2015,1,17,20.79,6.22,57.44,0,4.52,3.04,17-01-2015
2015,1,18,21.05,4.34,59,0,4.17,2.32,18-01-2015
2015,1,19,21.93,4.56,54.88,0,3.19,1.44,19-01-2015
2015,1,20,22.83,5.98,45.69,0,2.76,0.22,20-01-2015
2015,1,21,24.44,8.48,42.75,0,2.69,0.52,21-01-2015
2015,1,22,25.68,8.8,44.19,0,3.16,0.88,22-01-2015
2015,1,23,25.75,8.69,57.38,0,3.22,1.3,23-01-2015
2015,1,24,23.68,11.05,75.12,0,5.48,2.66,24-01-2015
2015,1,25,24.93,9.58,65.88,0,3.48,1.9,25-01-2015
2015,1,26,26.19,12.13,58.62,0,2.52,0.35,26-01-2015
2015,1,27,26.16,12.53,67.69,0.34,3.34,0.26,27-01-2015
2015,1,28,24.65,11.95,78.38,7.44,3.3,1.83,28-01-2015
2015,1,29,25.06,11.43,75.31,4.53,2.69,0.84,29-01-2015
2015,1,30,23.15,7.98,60.81,0.04,5.72,2.75,30-01-2015
2015,1,31,21.91,4.5,41.38,0,3.8,1.54,31-01-2015
2015,2,1,24.41,6.85,43.12,0,3.27,1.09,01-02-2015
2015,2,2,25.74,9.1,42.38,0,2.26,1.02,02-02-2015
2015,2,3,28.26,10.93,43.88,0,2.86,0.33,03-02-2015
2015,2,4,28.39,13.01,46.25,0,5.09,1.23,04-02-2015
2015,2,5,25.26,10.14,51.25,0,4.99,2.58,05-02-2015
2015,2,6,24.28,8.63,45.31,0,5.74,2,06-02-2015
2015,2,7,26.21,9.48,51.25,0,6.36,1.95,07-02-2015
2015,2,8,27.38,13.14,50.94,0.04,3.57,0.34,08-02-2015
2015,2,9,24.46,10.68,70.44,0.13,3,1.66,09-02-2015
2015,2,10,25.31,13.01,58.56,0,4.82,1.66,10-02-2015
2015,2,11,25.72,9.83,47,0,4.28,2.19,11-02-2015
2015,2,12,25.06,13.15,51.25,1.02,3.48,0.76,12-02-2015
2015,2,13,26.13,10.82,57,0,3.46,2.12,13-02-2015
2015,2,14,27.03,9.75,44.31,0,5.14,1.16,14-02-2015
2015,2,15,28.93,12.58,43.19,0,3.14,1.23,15-02-2015
2015,2,16,27.51,12.19,60.44,0.03,3.55,1.62,16-02-2015
2015,2,17,28.63,12.15,60.44,0,3.28,1.04,17-02-2015
2015,2,18,30.07,13.49,56.56,0.09,4.29,1.23,18-02-2015
2015,2,19,28.36,12.55,44.69,0,4.38,2.48,19-02-2015
2015,2,20,29.03,13.41,41,0,3.09,0.49,20-02-2015
2015,2,21,29.86,14.78,38.75,0,4.8,0.53,21-02-2015
2015,2,22,30.26,13.37,41.38,0.01,4.62,2.51,22-02-2015
2015,2,23,30.49,13.93,39.31,0,3.06,0.55,23-02-2015
2015,2,24,31.27,15.37,39.88,0,3.25,1.07,24-02-2015
2015,2,25,31.63,16.26,35.25,0,4.98,0.2,25-02-2015
2015,2,26,33.3,15.94,32.19,0,4.73,0.31,26-02-2015
2015,2,27,31.68,15.06,43.12,0.24,2.9,0.12,27-02-2015
2015,2,28,31.12,17.8,42.19,0.24,3.36,0.32,28-02-2015
2015,3,1,32.48,17.59,37.12,0.11,6.16,2.79,01-03-2015
2015,3,2,30.16,15.41,54.38,1.53,6.23,1.58,02-03-2015
2015,3,3,28.03,14.94,61.69,2.24,6.44,1.35,03-03-2015
2015,3,4,26.96,14,53.81,3.12,6.5,2.18,04-03-2015
2015,3,5,27.22,10.59,42.19,0,5.52,2.97,05-03-2015
2015,3,6,27.61,10.9,38.88,0,6.61,2.76,06-03-2015
2015,3,7,28.75,11.45,40.12,0,5.28,2.79,07-03-2015
2015,3,8,31.02,14.65,38.62,0,4.23,1.35,08-03-2015
2015,3,9,32.48,17.71,38,0,4.45,1.14,09-03-2015
2015,3,10,32.15,17.53,39.56,0,5.05,1.33,10-03-2015
2015,3,11,31.96,14.41,25.94,0,6.03,3.58,11-03-2015
2015,3,12,33.59,14.24,23.5,0,6.44,2.52,12-03-2015
2015,3,13,33.46,16.07,30.25,0,5.37,2.95,13-03-2015
2015,3,14,34.48,17.93,37.31,0,3.75,2.33,14-03-2015
2015,3,15,32.93,17.23,45.44,1.78,4.34,0.57,15-03-2015
2015,3,16,33.02,16.41,51.5,3.65,2.91,1,16-03-2015
2015,3,17,31.8,18.04,52.75,0.78,5.28,0.73,17-03-2015
2015,3,18,31.12,16.68,45.62,0.01,5.16,2.7,18-03-2015
2015,3,19,31.65,15.02,35.81,0,5.64,2.76,19-03-2015
2015,3,20,32.78,14.26,26.44,0,4.39,1.53,20-03-2015
2015,3,21,32.75,15.08,23.75,0,5.12,1.92,21-03-2015
2015,3,22,34.05,16.07,27.12,0,6.38,2.99,22-03-2015
2015,3,23,35.16,18.45,31.5,0,5.12,2.04,23-03-2015
2015,3,24,35.26,18.76,29.19,0,3.02,1.32,24-03-2015
2015,3,25,35.7,19.51,33.94,0,3.28,1.02,25-03-2015
2015,3,26,36.55,19.9,39.69,0.41,3.77,0.89,26-03-2015
2015,3,27,35.84,21.18,43.44,5.65,3.5,1.52,27-03-2015
2015,3,28,34.86,20.3,46.69,1.11,3.33,1.41,28-03-2015
2015,3,29,35.6,18.78,45.25,0,2.88,0.2,29-03-2015
2015,3,30,33.19,18.94,51.31,0.62,8.56,1.57,30-03-2015
2015,3,31,32.87,16.08,54.56,1.13,5.55,0.48,31-03-2015
2015,4,1,35.66,20.3,33.94,0,6.26,0.71,01-04-2015
2015,4,2,37.41,19.84,28.81,0,6.56,1.51,02-04-2015
2015,4,3,37.23,20.62,29.12,0,5.99,2.85,03-04-2015
2015,4,4,38.67,21.08,31.31,0.2,4.53,1.54,04-04-2015
2015,4,5,36.43,21.04,36.88,0.44,3.89,0.96,05-04-2015
2015,4,6,34.11,21.08,45.56,1.03,3.98,0.23,06-04-2015
2015,4,7,36,20.96,42.38,1.65,2.87,0.45,07-04-2015
2015,4,8,34.23,22.11,50.25,6.76,4.13,1.3,08-04-2015
2015,4,9,35.35,19.98,35.19,0.08,6.05,2.06,09-04-2015
2015,4,10,36.79,18.85,33.38,0,4.72,2.35,10-04-2015
2015,4,11,36.67,22.64,28.69,0,3.11,0.85,11-04-2015
2015,4,12,30.55,22.95,41.88,0.74,5.92,0.59,12-04-2015
2015,4,13,30.76,20.42,53.88,3.72,2.87,0.27,13-04-2015
2015,4,14,30.44,20.27,58.75,5.4,2.21,0.52,14-04-2015
2015,4,15,30.5,20.26,61.31,10.77,2.19,0.98,15-04-2015
2015,4,16,31.92,18.9,58.81,0.79,3.13,1.59,16-04-2015
2015,4,17,31.85,21.03,53.06,1.37,5.89,2.21,17-04-2015
2015,4,18,36.87,19.49,44.06,0,5.91,2.53,18-04-2015
2015,4,19,38.65,22.21,40.5,0,3.52,0.73,19-04-2015
2015,4,20,38.35,20.62,45.75,0,3.48,0.55,20-04-2015
2015,4,21,39.49,24.74,33.75,0,5.73,1.17,21-04-2015
2015,4,22,39.14,23.08,32.06,0.03,4.99,2.61,22-04-2015
2015,4,23,39.3,24.33,29.25,0.66,2.49,0.8,23-04-2015
2015,4,24,39.16,22.33,32.44,1.39,4.85,1.55,24-04-2015
2015,4,25,31.47,21.04,58.94,6.34,6.91,2.87,25-04-2015
2015,4,26,33.18,20.33,58.69,0.86,3.65,1.27,26-04-2015
2015,4,27,34.12,20.34,54.31,3.24,5.76,1.12,27-04-2015
2015,4,28,35.51,21.42,53.12,3.18,6.18,0.56,28-04-2015
2015,4,29,36.19,21.3,60.44,7.52,4.02,1.08,29-04-2015
2015,4,30,36.54,21.89,53.56,0.47,4.25,1.9,30-04-2015
2015,5,1,39.22,21.81,41.88,0,3.28,0.36,01-05-2015
2015,5,2,38.7,21.94,36.38,0.46,5.82,2.8,02-05-2015
2015,5,3,37.97,23.02,38.56,3.06,2.68,0.28,03-05-2015
2015,5,4,38.12,21.81,44.31,2.53,3.89,0.27,04-05-2015
2015,5,5,39.12,23.19,33.62,0.02,4.12,0.63,05-05-2015
2015,5,6,39.99,23.98,29.69,0.01,5.37,1.55,06-05-2015
2015,5,7,40.4,26.26,22.56,0,2.49,0.26,07-05-2015
2015,5,8,40.25,23.86,24.44,0,5.84,2.43,08-05-2015
2015,5,9,40.01,23.08,35.62,0,4.41,0.26,09-05-2015
2015,5,10,39.33,24.65,32.81,0.17,4.66,0.9,10-05-2015
2015,5,11,38.06,26.2,29.69,0.02,4.98,0.2,11-05-2015
2015,5,12,39.4,24.7,36.81,5.77,6.29,0.45,12-05-2015
2015,5,13,38.25,23.54,50.81,23.87,3.54,1.65,13-05-2015
2015,5,14,38.03,23.55,46.62,2.1,3.87,0.73,14-05-2015
2015,5,15,36.73,24.62,49.94,0.83,4.36,1.12,15-05-2015
2015,5,16,31.68,22.7,61,13.3,5.33,1.05,16-05-2015
2015,5,17,35.99,22.71,55.5,1.02,3.87,0.47,17-05-2015
2015,5,18,37.45,22.4,52.69,1.86,6.14,2.02,18-05-2015
2015,5,19,38.01,23.03,57.38,4.15,5.2,1.98,19-05-2015
2015,5,20,38.93,23.44,50.62,0,6.2,1.45,20-05-2015
2015,5,21,40.08,22.41,33.56,0,7.99,2.14,21-05-2015
